// game list translation template for FB Alpha version 0x029737

// codepage=936


8ballact	抢8撞球(大金刚转换版)
md_hypermgnk	大碰撞(日版,罐装MegaCD游戏Rip)
md_hyperm	大碰撞(日版,世嘉网络)
hyperpac	超级吃豆小精灵
hyperpacb	超级吃豆小精灵(盗版)
gg_hypyak92	超级职业棒球'92(日版)
sg1k_hyperspt	超级运动会(日版)
sg1k_hypersptk	超级运动会(韩版)
sg1k_hypersptt	超级运动会(台湾版)
sg1k_hypersp2	超级运动会2(台湾版)
hypsptsp	超级运动会特别版(日版)
hsf2j	终极街头霸王II-周年纪念版(031222日版)
hsf2d	终极街头霸王II-周年纪念版(040202亚洲版凤凰版)
hsf2da	终极街头霸王II-周年纪念版(040202亚洲版凤凰版,替换版)
hsf2a	终极街头霸王II-周年纪念版(040202亚洲版)
hsf2	终极街头霸王II-周年纪念版(040202美版)
imsorry	大头课长捡金块(315-5110,美版)
sg1k_iq	智商(韩版)
md_iceage	冰河世纪(俄罗斯版)
md_iceage3	冰河世纪3(俄罗斯版)
md_iceage4	冰河世纪4(俄罗斯版)
pce_idolhana	偶像花札爱好者俱乐部
fr2ch	偶像麻将-许愿树2(NeoCD转换版)
iganinju	伊贺忍术传(日版)
igmo	抢救同伴
ikari3	怒III-援救(八向操纵杆)
ikari3k	怒III-援救(寒版,八向操纵杆)
ikari3u	怒III-援救(美版,旋转操纵杆)
ikari3j	怒III-援救(日版,旋转操纵杆)
md_dokidokignk	充分利用!恋之心跳企鹅大陆MD(日版,罐装MegaCD游戏Rip)
md_dokidoki	充分利用!恋之心跳企鹅大陆MD(日版,世嘉网络)
ikki	农夫叛乱物语(日版)
cv_illusion	幻景
pce_imagefgt	梦幻战机
imgfightj	梦幻战机(日版)
imgfight	梦幻战机(日版,修正版A)
md_imgitt	IMG国际网球巡回赛(欧版,美版)
scrambp	碰撞(BillportS.A.,紧急起飞西班牙盗版)
tg_impossam	鼹鼠超人
sms_impmiss	不可能完成的任务(欧版,巴西版)
sms_impmissp	不可能完成的任务(欧版,工程版)
inthuntu	海底大作战(美版)
inthunt	海底大作战(世界版)
gg_wakevamp	吸血鬼复苏(日版)
md_indyrus	印第安纳琼斯-时间长廊(俄罗斯版)
md_indycrus	印第安纳琼斯之最后的远征(欧版)
sms_indycrus	印第安纳琼斯之最后的远征(欧版,巴西版)
sms_indycrusp	印第安纳琼斯之最后的远征(欧版,工程版)
gg_indycrus	印第安纳琼斯之最后的远征(欧版,美版)
md_indycrusu	印第安纳琼斯之最后的远征(美版)
md_insectxj	杀虫战记X(日版,韩版)
md_insectx	杀虫战记X(美版)
insectx	杀虫战记(世界版)
md_instchp1	少年印第安纳琼斯之混沌之书(工程版)
md_instchp9	少年印第安纳琼斯之混沌之书(工程版,19931228)
md_instchp8	少年印第安纳琼斯之混沌之书(工程版,19940101)
md_instchp7	少年印第安纳琼斯之混沌之书(工程版,19940103)
md_instchp6	少年印第安纳琼斯之混沌之书(工程版,19940126)
md_instchp5	少年印第安纳琼斯之混沌之书(工程版,19940127)
md_instchp4	少年印第安纳琼斯之混沌之书(工程版,19940923-A)
md_instchp3	少年印第安纳琼斯之混沌之书(工程版,19941228-A)
md_instchp2	少年印第安纳琼斯之混沌之书(工程版,19941229)
md_instch	少年印第安纳琼斯之混沌之书(美版)
md_intrugby	国际橄榄球(欧版)
md_issdx	国际全明星足球(欧版)
md_iraqwar	伊拉克战争2003
md_iraqwara	伊拉克战争2003(替换版)
ironhors	火车大盗
gg_ironman	钢铁侠与零度战甲(欧版,美版)
gg_ironman1	钢铁侠与零度战甲(美版,替换版)
isgsm	ISGSelectionMasterType2006SystemBIOS
md_ishido	石头棋(美版)
md_itcame	流沙斗士(美版)
cv_onlyrock	只是摇滚
ixion	伊克西翁(工程版)
md_izzyqst	奥林匹克大进击(欧版,美版)
jjsquawk	鹦鹉历险记
jjsquawkb	鹦鹉历险记(盗版)
jjsquawkb2	鹦鹉历险记(盗版,快打布兰达转换版)
jjsquawko	鹦鹉历险记(较旧版)
md_jlcs	日甲联盟足球(日版)
pce_jleag11	日甲联盟最强十一人
md_jlpsa	日甲联盟职业射手'93(日版,v1.0)
md_jlps	日甲联盟职业射手'93(日版,v1.3)
md_jlps2	日甲联盟职业射手2(日版)
md_jlpsp	日甲联盟职业射手完全版(日版)
tg_jjnjeff	杰杰与杰夫
gg_jleagu94	日甲联盟GG职业射手'94(日版)
gg_jleague	日甲联盟足球-梦幻十一人(日版)
pce_nicklaus	杰克·尼克劳斯的最强18洞高尔夫锦标赛
md_nicklaus	杰克·尼克劳斯的高尔夫挑战赛(欧版,美版)
tg_nicklaus	杰克·尼克劳斯的高尔夫加速赛
jack	杰克与魔豆(第1套)
jack2	杰克与魔豆(第2套)
jack3	杰克与魔豆(第3套)
jackal	胡狼部队(世界版,八向操纵杆)
jackalr	胡狼部队(世界版,旋转操纵杆)
pce_jchan	成龙之龙
jchan	成龙传说-功夫大师
jchan2	成龙传说-火焰之拳
tg_jchan	成龙之龙
zaxxonb	杰克逊市
jailbrek	越狱
jailbrekb	越狱(盗版)
md_jbdougko	巴斯特·道格拉斯拳击淘汰赛(欧版,美版)
sms_jbdougko	巴斯特·道格拉斯拳击淘汰赛(美版)
sms_jbdougkop	巴斯特·道格拉斯拳击淘汰赛(美版,工程版)
cv_jbond	詹姆士邦007
sms_jb007b	詹姆士邦007-对决(巴西版)
sms_jb007	詹姆士邦007-对决(欧版)
gg_jb007	詹姆士邦007-对决(欧版)
md_jb007	詹姆士邦007-对决(欧版,修正版A)
md_jb007j	詹姆士邦007-对决(日版)
md_jb007u	詹姆士邦007-对决(美版)
md_jpond	詹姆斯庞德-水下特工(欧版,美版)
sms_robocod	詹姆斯庞德2-代号罗伯得(欧版,巴西版)
gg_jpond3	詹姆斯庞德3-海星行动(欧版)
md_jpond3	詹姆斯庞德3-海星行动(欧版,美版)
gg_robocod	詹姆斯庞德II-代号罗伯克德(欧版)
md_robocod	詹姆斯庞德II-代号罗伯克德(欧版,美版)
md_robocodj	詹姆斯庞德II-代号罗伯克德(日版,韩版)
gg_robocodu	詹姆斯庞德II-代号罗伯克德(美版)
md_jammit	街头篮球(美版)
jjparads	雀雀天堂
jjparad2	雀雀天堂2
sms_jangpun3	掌风3(韩版)
gg_jangpun2	掌风II(Kor,SMS模式)
sms_janggun	将军之子(韩版)
md_janout	雀皇登龙门(日版)
md_jantei	雀侦物语(日版)
md_draxos	屠魔大法师(日版,韩版)
md_jellyboy	果冻男孩(欧版,工程版)
md_jennifct	詹妮弗·卡普里亚蒂网球赛(美版)
grdnstrmk	圣战-守护风暴(韩版)
md_jeopardy	危险边缘智力问答(美版)
gg_jeopardy	危险边缘智力问答(美版)
gg_jeopards	危险边缘智力问答-体育版(欧版,美版)
md_jeopardd	危险边缘智力问答豪华版(美版)
md_jeopards	危险边缘智力问答体育版(美版)
md_pigskinf	野外橄榄球(美版)
md_jewelms	宝石战士(欧版,美版,修正版A)
md_jewelmsj	宝石战士(日版)
sg1k_champkent	剑道(台湾版)
pce_jigomegu	地狱之旅
jigkmgri	地狱之旅(日版)
jigkmgria	地狱之旅(日版,修改版?)
md_jimpower	吉姆力量-街机版(美版,工程版)
md_jimmywws	吉米·怀特的旋风斯诺克(欧版)
sg1k_jingwumn	精武门(台湾版)
sg1k_jingwumna	精武门(台湾版,替换版)
pce_jinmu	神武传承
pce_jinmu1	神武传承(替换版)
jitsupro	实力!!职业棒球(日版)
md_jiujim	究极麻将II-冶艳编(中文版)
jockeygp	赛马大奖赛(第1套)
jockeygpa	赛马大奖赛(第2套)
md_joemac	战斗原始人(美版)
joemacrj	战斗原始人2-乔与麦克再现(日版,版本1.2,1994.06.06)
joemacra	战斗原始人2-乔与麦克再现(世界版,版本1.0,1994.05.19)
joemacr	战斗原始人2-乔与麦克再现(世界版,版本1.1,1994.05.27)
sms_joemont	乔·蒙大拿美式足球赛(欧版,美版,巴西版)
md_joemont	乔·蒙大拿美式足球赛(世界版)
md_joemont2a	乔·蒙大拿的体育评论美式足球II(世界版)
md_joemont2	乔·蒙大拿的体育评论美式足球II(世界版,修正版A)
gg_joemont	乔·蒙大拿的美式足球赛(欧版,美版)
gg_joemontj	乔·蒙大拿的美式足球赛(日版)
md_madden92	约翰·马顿美式足球赛'92(欧版,美版)
md_madden93	约翰·马顿美式足球赛'93(欧版,美版)
md_madd93ce	约翰·马顿美式足球赛'93-锦标赛版(美版)
md_madden	约翰·马顿美式足球赛(欧版,美版)
md_maddenj	约翰·马顿美式足球赛-专业版(日版)
joinem	精灵鬼
jojobaner1	乔乔的奇妙冒险-未来遗产(欧版990913,NOCD)
jojobane	乔乔的奇妙冒险-未来遗产(欧版990927,NOCD)
jojobar1	乔乔的奇妙冒险-未来遗产(日版990913)
jojobanr1	乔乔的奇妙冒险-未来遗产(日版990913,NOCD)
jojoba	乔乔的奇妙冒险-未来遗产(日版990927)
jojoban	乔乔的奇妙冒险-未来遗产(日版990927,NOCD)
jojonr2	乔乔的奇妙冒险(亚洲版981202,NOCD)
jojonr1	乔乔的奇妙冒险(亚洲版990108,NOCD)
jojon	乔乔的奇妙冒险(亚洲版990128,NOCD)
jojojr2	乔乔的奇妙冒险(日版981202)
jojojr1	乔乔的奇妙冒险(日版990108)
jojoj	乔乔的奇妙冒险(日版990128)
jojor2	乔乔的奇妙冒险(美版981202)
jojor1	乔乔的奇妙冒险(美版990108)
jojo	乔乔的奇妙冒险(美版990128)
ltorb1	印第安纳琼斯之失落的神殿(20050717)
md_joshua	约书亚与耶利哥战役(美版)
gg_striderr	黑暗之旅-出击飞龙(欧版,美版)
cv_joust	鸟骑士
joyman	欢乐吃豆人
jt104	JT-104(拉德行动标题修改版)
gg_jdredd	特警判官(欧版,美版)
md_jdreddp1	特警判官(美版,工程版)
md_jdreddp2	特警判官(美版,工程版,替换版)
md_jdredd	特警判官(世界版)
juju	JuJu传说(日版)
jujub	JuJu传说(Playmark盗版)
cv_jukebox	点唱机
jumpbug	跳跳车
jumpbugb	跳跳车(盗版)
jumpkids	跳跃顽童
jumpshot	跳跃篮球
jumpshotp	跳跃篮球工程采样版
jumping	跳跃运动(第1套)
jumpinga	跳跃运动(第2套)
jumpingi	跳跃运动(第3套,Imnoe机板)
jjack	跳跃杰克
jpopnics	跳跃弹击(Nics,狗狗乐园的韩国盗版)
jumppop	跳跃弹击(第1套)
jumppope	跳跃弹击(第2套)
cv_jmpmanjr	弹跳少年
cv_jmpmanjra	弹跳少年(替换版)
gg_junctionj	引导球(日版)
md_junction	引导球(日版,美版)
gg_junction	引导球(美版)
cv_jungleh	丛林狩猎
md_jstrike	丛林激战直升机(欧版,美版)
gg_jstrike	丛林激战直升机(美版)
md_jstrikep	丛林激战直升机(美版,工程版)
md_jstrikej	丛林激战直升机-被继承的疯狂(日版)
jrking	国王小金刚(小金刚的盗版)
md_junker	高速赛车(日版,工程版)
sms_jpark	侏罗纪公园(欧版)
md_jpark	侏罗纪公园(欧版)
gg_jpark	侏罗纪公园(欧版,美版)
gg_jparkj	侏罗纪公园(日版)
md_jparkj	侏罗纪公园(日版)
md_jparku	侏罗纪公园(美版)
md_jparkup	侏罗纪公园(美版,工程版)
md_jparkre	侏罗纪公园-狂暴版(欧版,美版)
md_jparkrep9	侏罗纪公园-狂暴版(工程版,19940620)
md_jparkrep8	侏罗纪公园-狂暴版(工程版,19940622)
md_jparkrep7	侏罗纪公园-狂暴版(工程版,19940630)
md_jparkrep6	侏罗纪公园-狂暴版(工程版,19940708)
md_jparkrep5	侏罗纪公园-狂暴版(工程版,19940713)
md_jparkrep4	侏罗纪公园-狂暴版(工程版,19940714)
md_jparkrep3	侏罗纪公园-狂暴版(工程版,19940715)
md_jparkrep2	侏罗纪公园-狂暴版(工程版,19940717)
md_jparkrep1	侏罗纪公园-狂暴版(工程版,19940718)
md_jleague	正义联盟大对决(世界版)
pce_juuouki	兽王记
pce_juuouki1	兽王记(替换版)
md_juuouki1	兽王记(日版)
md_juuouki	兽王记(日版,v1.1)
altbeastj1	兽王记(第1套,日版,FD1094317-0065)
altbeastj3d	兽王记(第3套,日版,FD1094317-0068解密版)
altbeastj3	兽王记(第3套,日版,FD1094317-0068)
altbeastj	兽王记(第7套,日版,8751317-0077)
jyangoku	雀国志-覇王的采牌(990527日版)
janshin	雀神传说-寻找麻将大师
md_kof2k	拳皇2000
md_kof98	拳皇'98
md_kof98a	拳皇'98(未保护版?)
md_kagekij	火激(日版)
md_kageki	火激-钢铁神拳(美版)
sg1k_kagaku	化学~元素符号大师(日版)
kagekih	火激(修改版)
kagekij	火激(日版)
kageki	火激(美版)
yanchamr	快杰洋枪(日版)
kaiteids	海底大作战(日版)
kaitein	海底寻宝(Namco授权)
kaitei	海底寻宝
gg_sainttal	怪盗圣少女(日版)
pce_shubibi	改造町人
pce_shubibi2	改造町人2-新的敌人
kamakazi3	卡曼卡其III(超级小蜜蜂修改版)
kangaroo	袋鼠
kangarooa	袋鼠(Atari)
kangaroob	袋鼠(盗版)
karatblzj	斗神光辉(日版)
karatblzu	夹克空手道(美版)
karatblz	夹克空手道(世界版,第1套)
karatblza	夹克空手道(世界版,第2套)
karianx	卡琳魔宝(修正版1.0)
karnovj	卡洛夫(日版)
karnova	卡洛夫(美版,修正版5)
karnov	卡洛夫(美版,修正版6)
karnovr	卡诺夫的复仇/格斗列传
pce_katochan	加藤茶与志村肯
pce_kattobi	速递少年
md_kawasaki	川崎超级摩托车挑战赛(欧版,美版)
gg_kawasaki	川崎超级摩托车挑战赛(欧版,美版)
md_kawasakip	川崎超级摩托车挑战赛(美版,工程版)
tg_keithcor	斗士基思
cv_kubjpok	肯·乌斯顿的二十一点
kengo	剑豪(第1套)
kengoa	剑豪(第2套)
sms_kenseid	剑圣传(欧版,美版,巴西版)
sms_kenseidj	剑圣传(日版)
gg_yaiba	剑勇传说(日版)
keroppij	大眼蛙可洛比(日版)
keroppi	大眼蛙可洛比(美版,版本2.0)
ketarr10	决心-羁绊地狱群(调整版1.0,Trap15修改)
ketarr15	决心-羁绊地狱群(调整版1.5,Trap15修改)
ketarr151	决心-羁绊地狱群(调整版1.51,Trap15修改)
ketarr	决心-羁绊地狱群(调整版1.7,Trap15修改)
ketarrf	决心-羁绊地狱群(快速版,Trap15修改)
ketarrs15	决心-羁绊地狱群(MR.Stoic版本1.5,Trap15修改)
ketarrs151	决心-羁绊地狱群(MR.Stoic版本1.51,Trap15修改)
ketb	决心-羁绊地狱群(原始版?,日版)
keta	决心-羁绊地狱群(修正版1?,日版)
ket1	决心-羁绊地狱群(修正版2?替换版,日版)
ket	决心-羁绊地狱群(修正版2?,日版)
cv_keykaper	密码箱守卫
gg_kickrush	长传冲吊(日版)
kickoff	开球(日版)
md_kickoff3	开球3-欧洲挑战赛(欧版)
kickridr	暴力机车赛
pce_kickball	场式足球
kicker	踢者
kikcubicb	迷宫岛
md_kidcham	变色龙小子(欧版,韩版,美版)
kidnikiu	快杰洋枪(美版)
kidniki	快杰洋枪(世界版)
horekid	小子之恋恋大作战
horekidb	小子之恋恋大作战(盗版)
md_patlabor	机动警察-98式出动(日版)
pce_kikikai	奇奇怪界
gg_kineticc	动态连接(日版)
kingballj	国王与气球(日版)
kingball	国王与气球(美版)
sms_kingball	国王与气球(韩版)
tg_kingcasn	赌场之王
pce_kingcasn	赌场之王
kog	格斗之王(拳皇'97盗版)
kogplus	格斗之王加强版(拳皇'97盗版)
md_kotm	怪兽之王(欧版)
md_kotmj	怪兽之王(日版)
kotm	怪兽之王(第1套)
kotmh	怪兽之王(第2套)
md_kotmu	怪兽之王(美版)
md_kotm2	怪兽之王2(美版)
kotm2	怪兽之王2-下一事件(NGM-039)(NGH-039)
kotm2p	怪兽之王2-下一事件(工程版)
md_kingsalj	鲑鱼王(日版)
md_kingsal	鲑鱼王-大捕捉(美版)
md_kingsbty	国王的恩典-征服者的任务(欧版,美版)
sms_kingqst	国王的任务-寻找王冠(美版)
sms_kingqstp	国王的任务-寻找王冠(美版,工程版)
sg1k_jinzita	金字塔(台湾版)
kingdmgp	王国赛车大奖赛(世界版)
md_kishiden	骑士传说(日版)
gg_zenki	鬼神童子(日版)
md_kissshot	撞球之吻(日版,世嘉网络)
kittenk	小猫卡布
kizuna	风云默示录2-超级组队战
tg_klax	立体方块
pce_klax	立体方块
sms_klax	立体方块(欧版)
gg_klax	立体方块(欧版,美版)
md_klax	立体方块(欧版,美版)
md_klaxj	立体方块(日版)
pce_knightrs	霹雳游侠特别版
sms_knightm2	魔骑兵II-加流斯的迷宫(韩版)
sg1k_moyuchua	魔域传奇(台湾版)
knights	圆桌骑士(911127世界版)
knightsja	圆桌骑士(911127日版,B-Board89625B-1)
knightsj	圆桌骑士(911127日版,B-Board91634B-2)
knightsu	圆桌骑士(911127美版)
knightsb	圆桌骑士(盗版第1套(含YM2151+2xMSM5205),911127世界版)
knightsb2	圆桌骑士(盗版第2套,911127世界版)
knightsb3	圆桌骑士(盗版第3套,911127日版)
knightsb4	圆桌骑士(盗版第4套(含YM2151+2xMSM5205),911127世界版)
knightsh	圆桌骑士(修改版第1套)
knightsh2	圆桌骑士(修改版第2套,911127世界版)
kov100	三国战纪(V100,日版)
kov115	三国战纪(V115)
kov	三国战纪(V117)
kov2100	三国战纪2(V100,100,100,香港版)
kov2101	三国战纪2(V101,101,100,香港版)
kov2102	三国战纪2(V102,101,100,香港版)
kov2103	三国战纪2(V103,101,100,香港版)
kov2106	三国战纪2(V106,102,100,香港版)
kov2	三国战纪2(V107,102,100,香港版)
kov2p202	三国战纪2-群雄争霸(VM202XX)
kov2p204	三国战纪2-群雄争霸(VM204XX)
kov2p	三国战纪2-群雄争霸(VM205XX,中国版)
kovplusa	三国战纪正宗Plus(V119替换版)
kovplus	三国战纪正宗Plus(V119)
kovshpa	三国战纪-乱世枭雄(版本100)
kovshp	三国战纪-乱世枭雄(版本101)
kovshb	三国战纪-风云再起(盗版,V104,中国版)
kovsh100	三国战纪-风云再起(V100)
kovsh101	三国战纪-风云再起(V101)
kovsh102	三国战纪-风云再起(V102)
kovsh103	三国战纪-风云再起(V103)
kovsh	三国战纪-风云再起(V104,中国版)
kovshxas	三国战纪-傲世三国(版本202CN)
kovqhsgsa	三国战纪-拳皇三国特别版(替换版版本303CN)
kovqhsgs	三国战纪-拳皇三国特别版(版本303CN)
kovsgqyz	三国战纪-三国群英传(第1套)
kovsgqyza	三国战纪-三国群英传(第2套)
kovsgqyzb	三国战纪-三国群英传(第3套)
kovsgqyzc	三国战纪-三国群英传(第4套)
kovytzy	三国战纪-一统中原(版本201,中国版)
knockout	占地为王
kbash	指节怒击
kbashk	指节怒击(韩国机板)
kbash2	指节怒击2(盗版)
kncljoe	骨技之王乔(第1套)
kncljoea	骨技之王乔(第2套)
md_knucklp	音速纳克鲁斯2(工程版0524,19940527,10.46)
rockragej	恋之热烈摇滚(日版)
eto	古今东西-干支物语(日版)
md_kolobok	克劳博克~金字塔(俄罗斯版)
konami88	科乐美'88
konamigt	科乐美GT赛车
rf2	科乐美RF2-红色战士
kontest	科乐美测试机板(GX800,日版)
kong	大金刚(小蜜蜂硬件的大金刚转换版)
pce_proyak89	这就是职业棒球'89
pce_proyak90	这就是职业棒球'90
korokoro	命运杀阵(日版)
korosuke	颜料刷
myangel	育婴问答-亲亲小宝贝(日版)
myangel2	育婴问答-亲亲小宝贝2(日版)
md_koteteik	钢铁帝国(日版)
strahl	钢铁要塞(日版第1套)
strahla	钢铁要塞(日版第2套)
kozure	带子雄狼(日版)
sms_krustyfh	库斯提快乐屋(欧版,巴西版)
gg_krustyfh	库斯提快乐屋(欧版,美版)
md_krusty1	库斯提超级快乐屋(欧版,美版)
md_krusty	库斯提超级快乐屋(欧版,美版,v1.1)
kuhga	空牙(日版修正版3)
sms_kujaku	孔雀王(日版)
md_kujaku2	孔雀王2-幻影城(日版)
sms_kungfuk	功夫小子(欧版,美版,巴西版)
md_kfpanda2	功夫熊猫2(俄罗斯版)
kungfum	成龙踢馆
kungfub	成龙踢馆(盗版第1套)
kungfub2	成龙踢馆(盗版第2套)
kungfub3	成龙踢馆(盗版第3套)
kungfumd	成龙踢馆(DataEast)
kungfut	功夫大君
kungfuta	功夫大君(替换版)
gg_kunichan	小六合的游戏天国(日版)
gg_kunichn2	小六合的游戏天国2(日版)
md_kuuga	空牙(日版)
md_kuzyaeo	库斯亚-危险之地(俄罗斯版)
md_kuzyamd	库斯亚-恐龙世界(俄罗斯版)
kyros	凯洛斯
kyrosj	凯洛斯之馆(日版)
dadandrn	究极战队(版本JAA)
md_kyukaidk	球界道中记(日版)
pce_kyukyomj	究极麻将-偶像图形
pce_kyukyom2	究极麻将II
pce_ktiger	究极虎
md_ktiger	究极虎(日版)
md_laruss95	拉鲁萨棒球赛95(美版,澳洲版)
labyrunr	勇闯迷宫(日版)
